0,Speech,up,down,Male,Irish,Pitch,down
1,Speech,up,down,Male,English,Pitch,down
2,Speech,up,down,Female,English,Pitch,down
3,Speech,up,down,Female,English,Pitch,down
4,Speech,up,down,Female,French,Pitch,down
5,Speech,up,down,Male,English,Pitch,down
6,Speech,up,down,Male,English,Pitch,down
7,Speech,down,up,Male,English,Pitch,up
8,Speech,down,up,Female,English,Pitch,up
9,Speech,down,up,Male,English,Pitch,up
10,Speech,down,up,Female,English,Pitch,up
11,Speech,down,up,Female,English,Pitch,up
12,Speech,down,up,Female,English,Pitch,up
13,Speech,down,up,Male,English,Pitch,up
0,Speech,smile,unsmile,Male,Irish,Ziggy,unsmile
1,Speech,smile,unsmile,Male,English,Ziggy,unsmile
2,Speech,smile,unsmile,Female,English,Ziggy,unsmile
3,Speech,smile,unsmile,Female,English,Ziggy,unsmile
4,Speech,smile,unsmile,Female,French,Ziggy,unsmile
5,Speech,smile,unsmile,Male,English,Ziggy,unsmile
6,Speech,smile,unsmile,Male,English,Ziggy,unsmile
7,Speech,unsmile,smile,Male,English,Ziggy,smile
8,Speech,unsmile,smile,Female,English,Ziggy,smile
9,Speech,unsmile,smile,Male,English,Ziggy,smile
10,Speech,unsmile,smile,Female,English,Ziggy,smile
11,Speech,unsmile,smile,Female,English,Ziggy,smile
12,Speech,unsmile,smile,Female,English,Ziggy,smile
13,Speech,unsmile,smile,Male,English,Ziggy,smile
0,Speech,NM,vib,Male,Irish,Vibrato,vib
1,Speech,NM,vib,Male,English,Vibrato,vib
2,Speech,NM,vib,Female,English,Vibrato,vib
3,Speech,NM,vib,Female,English,Vibrato,vib
4,Speech,NM,vib,Female,French,Vibrato,vib
5,Speech,NM,vib,Male,English,Vibrato,vib
6,Speech,NM,vib,Male,English,Vibrato,vib
7,Speech,NM,vib,Male,English,Vibrato,vib
8,Speech,NM,vib,Female,English,Vibrato,vib
9,Speech,NM,vib,Male,English,Vibrato,vib
10,Speech,NM,vib,Female,English,Vibrato,vib
11,Speech,NM,vib,Female,English,Vibrato,vib
12,Speech,NM,vib,Female,English,Vibrato,vib
13,Speech,NM,vib,Male,English,Vibrato,vib
0,Speech,NM,angus,Male,Irish,Roughness,angus
1,Speech,NM,angus,Male,English,Roughness,angus
2,Speech,NM,angus,Female,English,Roughness,angus
3,Speech,NM,angus,Female,English,Roughness,angus
4,Speech,NM,angus,Female,French,Roughness,angus
5,Speech,NM,angus,Male,English,Roughness,angus
6,Speech,NM,angus,Male,English,Roughness,angus
7,Speech,NM,angus,Male,English,Roughness,angus
8,Speech,NM,angus,Female,English,Roughness,angus
9,Speech,NM,angus,Male,English,Roughness,angus
10,Speech,NM,angus,Female,English,Roughness,angus
11,Speech,NM,angus,Female,English,Roughness,angus
12,Speech,NM,angus,Female,English,Roughness,angus
13,Speech,NM,angus,Male,English,Roughness,angus
0,Speech,NM,NM,Male,Irish,Control,NM
1,Speech,NM,NM,Male,English,Control,NM
2,Speech,NM,NM,Female,English,Control,NM
3,Speech,NM,NM,Female,English,Control,NM
4,Speech,NM,NM,Female,French,Control,NM
5,Speech,NM,NM,Male,English,Control,NM
6,Speech,NM,NM,Male,English,Control,NM
7,Speech,NM,NM,Male,English,Control,NM
8,Speech,NM,NM,Female,English,Control,NM
9,Speech,NM,NM,Male,English,Control,NM
10,Speech,NM,NM,Female,English,Control,NM
11,Speech,NM,NM,Female,English,Control,NM
12,Speech,NM,NM,Female,English,Control,NM
13,Speech,NM,NM,Male,English,Control,NM
