7,Mix_violin,NM,vib,N/A,N/A,Vibrato,vib
8,Mix_violin,NM,vib,N/A,N/A,Vibrato,vib
9,Mix_violin,NM,vib,N/A,N/A,Vibrato,vib
10,Mix_violin,NM,vib,N/A,N/A,Vibrato,vib
11,Mix_violin,NM,vib,N/A,N/A,Vibrato,vib
12,Mix_violin,NM,vib,N/A,N/A,Vibrato,vib
13,Mix_violin,NM,vib,N/A,N/A,Vibrato,vib
0,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
1,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
2,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
3,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
4,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
5,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
6,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
7,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
8,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
9,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
10,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
11,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
12,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
13,Mix_violin,NM,angus,N/A,N/A,Roughness,angus
0,Mix_violin,NM,NM,N/A,N/A,Control,NM
1,Mix_violin,NM,NM,N/A,N/A,Control,NM
2,Mix_violin,NM,NM,N/A,N/A,Control,NM
3,Mix_violin,NM,NM,N/A,N/A,Control,NM
4,Mix_violin,NM,NM,N/A,N/A,Control,NM
5,Mix_violin,NM,NM,N/A,N/A,Control,NM
6,Mix_violin,NM,NM,N/A,N/A,Control,NM
7,Mix_violin,NM,NM,N/A,N/A,Control,NM
8,Mix_violin,NM,NM,N/A,N/A,Control,NM
9,Mix_violin,NM,NM,N/A,N/A,Control,NM
10,Mix_violin,NM,NM,N/A,N/A,Control,NM
11,Mix_violin,NM,NM,N/A,N/A,Control,NM
12,Mix_violin,NM,NM,N/A,N/A,Control,NM
13,Mix_violin,NM,NM,N/A,N/A,Control,NM
