0,Vox,up,down,Male,Irish,Pitch,up
1,Vox,up,down,Male,English,Pitch,up
2,Vox,up,down,Female,English,Pitch,up
3,Vox,up,down,Female,English,Pitch,up
4,Vox,up,down,Female,French,Pitch,up
5,Vox,up,down,Male,English,Pitch,up
6,Vox,up,down,Male,English,Pitch,up
7,Vox,down,up,Male,English,Pitch,down
8,Vox,down,up,Female,English,Pitch,down
9,Vox,down,up,Male,English,Pitch,down
10,Vox,down,up,Female,English,Pitch,down
11,Vox,down,up,Female,English,Pitch,down
12,Vox,down,up,Female,English,Pitch,down
13,Vox,down,up,Male,English,Pitch,down
0,Vox,smile,unsmile,Male,Irish,Ziggy,smile
1,Vox,smile,unsmile,Male,English,Ziggy,smile
2,Vox,smile,unsmile,Female,English,Ziggy,smile
3,Vox,smile,unsmile,Female,English,Ziggy,smile
4,Vox,smile,unsmile,Female,French,Ziggy,smile
5,Vox,smile,unsmile,Male,English,Ziggy,smile
6,Vox,smile,unsmile,Male,English,Ziggy,smile
7,Vox,unsmile,smile,Male,English,Ziggy,unsmile
8,Vox,unsmile,smile,Female,English,Ziggy,unsmile
9,Vox,unsmile,smile,Male,English,Ziggy,unsmile
10,Vox,unsmile,smile,Female,English,Ziggy,unsmile
11,Vox,unsmile,smile,Female,English,Ziggy,unsmile
12,Vox,unsmile,smile,Female,English,Ziggy,unsmile
13,Vox,unsmile,smile,Male,English,Ziggy,unsmile
0,Vox,vib,NM,Male,Irish,Vibrato,vib
1,Vox,vib,NM,Male,English,Vibrato,vib
2,Vox,vib,NM,Female,English,Vibrato,vib
3,Vox,vib,NM,Female,English,Vibrato,vib
4,Vox,vib,NM,Female,French,Vibrato,vib
5,Vox,vib,NM,Male,English,Vibrato,vib
6,Vox,vib,NM,Male,English,Vibrato,vib
7,Vox,vib,NM,Male,English,Vibrato,vib
8,Vox,vib,NM,Female,English,Vibrato,vib
9,Vox,vib,NM,Male,English,Vibrato,vib
10,Vox,vib,NM,Female,English,Vibrato,vib
11,Vox,vib,NM,Female,English,Vibrato,vib
12,Vox,vib,NM,Female,English,Vibrato,vib
13,Vox,vib,NM,Male,English,Vibrato,vib
0,Vox,angus,NM,Male,Irish,Roughness,angus
1,Vox,angus,NM,Male,English,Roughness,angus
2,Vox,angus,NM,Female,English,Roughness,angus
3,Vox,angus,NM,Female,English,Roughness,angus
4,Vox,angus,NM,Female,French,Roughness,angus
5,Vox,angus,NM,Male,English,Roughness,angus
6,Vox,angus,NM,Male,English,Roughness,angus
7,Vox,angus,NM,Male,English,Roughness,angus
8,Vox,angus,NM,Female,English,Roughness,angus
9,Vox,angus,NM,Male,English,Roughness,angus
10,Vox,angus,NM,Female,English,Roughness,angus
11,Vox,angus,NM,Female,English,Roughness,angus
12,Vox,angus,NM,Female,English,Roughness,angus
13,Vox,angus,NM,Male,English,Roughness,angus
0,Vox,NM,NM,Male,Irish,Control,NM
1,Vox,NM,NM,Male,English,Control,NM
2,Vox,NM,NM,Female,English,Control,NM
3,Vox,NM,NM,Female,English,Control,NM
4,Vox,NM,NM,Female,French,Control,NM
5,Vox,NM,NM,Male,English,Control,NM
6,Vox,NM,NM,Male,English,Control,NM
7,Vox,NM,NM,Male,English,Control,NM
8,Vox,NM,NM,Female,English,Control,NM
9,Vox,NM,NM,Male,English,Control,NM
10,Vox,NM,NM,Female,English,Control,NM
11,Vox,NM,NM,Female,English,Control,NM
12,Vox,NM,NM,Female,English,Control,NM
13,Vox,NM,NM,Male,English,Control,NM
0,Mix,up,down,Male,Irish,Pitch,up
1,Mix,up,down,Male,English,Pitch,up
2,Mix,up,down,Female,English,Pitch,up
3,Mix,up,down,Female,English,Pitch,up
4,Mix,up,down,Female,French,Pitch,up
5,Mix,up,down,Male,English,Pitch,up
6,Mix,up,down,Male,English,Pitch,up
7,Mix,down,up,Male,English,Pitch,down
8,Mix,down,up,Female,English,Pitch,down
9,Mix,down,up,Male,English,Pitch,down
