10,Mix,down,up,Female,English,Pitch,down
11,Mix,down,up,Female,English,Pitch,down
12,Mix,down,up,Female,English,Pitch,down
13,Mix,down,up,Male,English,Pitch,down
0,Mix,smile,unsmile,Male,Irish,Ziggy,smile
1,Mix,smile,unsmile,Male,English,Ziggy,smile
2,Mix,smile,unsmile,Female,English,Ziggy,smile
3,Mix,smile,unsmile,Female,English,Ziggy,smile
4,Mix,smile,unsmile,Female,French,Ziggy,smile
5,Mix,smile,unsmile,Male,English,Ziggy,smile
6,Mix,smile,unsmile,Male,English,Ziggy,smile
7,Mix,unsmile,smile,Male,English,Ziggy,unsmile
8,Mix,unsmile,smile,Female,English,Ziggy,unsmile
9,Mix,unsmile,smile,Male,English,Ziggy,unsmile
10,Mix,unsmile,smile,Female,English,Ziggy,unsmile
11,Mix,unsmile,smile,Female,English,Ziggy,unsmile
12,Mix,unsmile,smile,Female,English,Ziggy,unsmile
13,Mix,unsmile,smile,Male,English,Ziggy,unsmile
0,Mix,vib,NM,Male,Irish,Vibrato,vib
1,Mix,vib,NM,Male,English,Vibrato,vib
2,Mix,vib,NM,Female,English,Vibrato,vib
3,Mix,vib,NM,Female,English,Vibrato,vib
4,Mix,vib,NM,Female,French,Vibrato,vib
5,Mix,vib,NM,Male,English,Vibrato,vib
6,Mix,vib,NM,Male,English,Vibrato,vib
7,Mix,vib,NM,Male,English,Vibrato,vib
8,Mix,vib,NM,Female,English,Vibrato,vib
9,Mix,vib,NM,Male,English,Vibrato,vib
10,Mix,vib,NM,Female,English,Vibrato,vib
11,Mix,vib,NM,Female,English,Vibrato,vib
12,Mix,vib,NM,Female,English,Vibrato,vib
13,Mix,vib,NM,Male,English,Vibrato,vib
0,Mix,angus,NM,Male,Irish,Roughness,angus
1,Mix,angus,NM,Male,English,Roughness,angus
2,Mix,angus,NM,Female,English,Roughness,angus
3,Mix,angus,NM,Female,English,Roughness,angus
4,Mix,angus,NM,Female,French,Roughness,angus
5,Mix,angus,NM,Male,English,Roughness,angus
6,Mix,angus,NM,Male,English,Roughness,angus
7,Mix,angus,NM,Male,English,Roughness,angus
8,Mix,angus,NM,Female,English,Roughness,angus
9,Mix,angus,NM,Male,English,Roughness,angus
10,Mix,angus,NM,Female,English,Roughness,angus
11,Mix,angus,NM,Female,English,Roughness,angus
12,Mix,angus,NM,Female,English,Roughness,angus
13,Mix,angus,NM,Male,English,Roughness,angus
0,Mix,NM,NM,Male,Irish,Control,NM
1,Mix,NM,NM,Male,English,Control,NM
2,Mix,NM,NM,Female,English,Control,NM
3,Mix,NM,NM,Female,English,Control,NM
4,Mix,NM,NM,Female,French,Control,NM
5,Mix,NM,NM,Male,English,Control,NM
6,Mix,NM,NM,Male,English,Control,NM
7,Mix,NM,NM,Male,English,Control,NM
8,Mix,NM,NM,Female,English,Control,NM
9,Mix,NM,NM,Male,English,Control,NM
10,Mix,NM,NM,Female,English,Control,NM
11,Mix,NM,NM,Female,English,Control,NM
12,Mix,NM,NM,Female,English,Control,NM
13,Mix,NM,NM,Male,English,Control,NM
0,Mix_violin,up,down,N/A,N/A,Pitch,up
1,Mix_violin,up,down,N/A,N/A,Pitch,up
2,Mix_violin,up,down,N/A,N/A,Pitch,up
3,Mix_violin,up,down,N/A,N/A,Pitch,up
4,Mix_violin,up,down,N/A,N/A,Pitch,up
5,Mix_violin,up,down,N/A,N/A,Pitch,up
6,Mix_violin,up,down,N/A,N/A,Pitch,up
7,Mix_violin,down,up,N/A,N/A,Pitch,down
8,Mix_violin,down,up,N/A,N/A,Pitch,down
9,Mix_violin,down,up,N/A,N/A,Pitch,down
10,Mix_violin,down,up,N/A,N/A,Pitch,down
11,Mix_violin,down,up,N/A,N/A,Pitch,down
12,Mix_violin,down,up,N/A,N/A,Pitch,down
13,Mix_violin,down,up,N/A,N/A,Pitch,down
0,Mix_violin,smile,unsmile,N/A,N/A,Ziggy,smile
1,Mix_violin,smile,unsmile,N/A,N/A,Ziggy,smile
2,Mix_violin,smile,unsmile,N/A,N/A,Ziggy,smile
3,Mix_violin,smile,unsmile,N/A,N/A,Ziggy,smile
4,Mix_violin,smile,unsmile,N/A,N/A,Ziggy,smile
5,Mix_violin,smile,unsmile,N/A,N/A,Ziggy,smile
6,Mix_violin,smile,unsmile,N/A,N/A,Ziggy,smile
7,Mix_violin,unsmile,smile,N/A,N/A,Ziggy,unsmile
8,Mix_violin,unsmile,smile,N/A,N/A,Ziggy,unsmile
9,Mix_violin,unsmile,smile,N/A,N/A,Ziggy,unsmile
10,Mix_violin,unsmile,smile,N/A,N/A,Ziggy,unsmile
11,Mix_violin,unsmile,smile,N/A,N/A,Ziggy,unsmile
12,Mix_violin,unsmile,smile,N/A,N/A,Ziggy,unsmile
13,Mix_violin,unsmile,smile,N/A,N/A,Ziggy,unsmile
0,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
1,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
2,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
3,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
4,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
5,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
6,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
7,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
8,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
9,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
10,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
11,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
12,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
13,Mix_violin,vib,NM,N/A,N/A,Vibrato,vib
0,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
1,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
2,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
3,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
4,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
5,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
6,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
7,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
8,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
9,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
10,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
11,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
12,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
13,Mix_violin,angus,NM,N/A,N/A,Roughness,angus
0,Mix_violin,NM,NM,N/A,N/A,Control,NM
1,Mix_violin,NM,NM,N/A,N/A,Control,NM
2,Mix_violin,NM,NM,N/A,N/A,Control,NM
3,Mix_violin,NM,NM,N/A,N/A,Control,NM
4,Mix_violin,NM,NM,N/A,N/A,Control,NM
5,Mix_violin,NM,NM,N/A,N/A,Control,NM
6,Mix_violin,NM,NM,N/A,N/A,Control,NM
7,Mix_violin,NM,NM,N/A,N/A,Control,NM
8,Mix_violin,NM,NM,N/A,N/A,Control,NM
9,Mix_violin,NM,NM,N/A,N/A,Control,NM
10,Mix_violin,NM,NM,N/A,N/A,Control,NM
11,Mix_violin,NM,NM,N/A,N/A,Control,NM
12,Mix_violin,NM,NM,N/A,N/A,Control,NM
13,Mix_violin,NM,NM,N/A,N/A,Control,NM
